# Field minima and maxima
# Time        	field         	min           	location(min) 	max           	location(max) 
216.8         	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.672688e-02	(1.058333e-03 5.266875e-02 -5.000000e-08)
216.8         	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
216.9         	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.710964e-02	(1.058333e-03 5.068125e-02 -5.000000e-08)
216.9         	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
217           	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.735140e-02	(1.058333e-03 5.068125e-02 -5.000000e-08)
217           	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
217.1         	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.722346e-02	(1.058333e-03 5.266875e-02 -5.000000e-08)
217.1         	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
217.2         	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.751107e-02	(1.058333e-03 5.266875e-02 -5.000000e-08)
217.2         	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
217.3         	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.757221e-02	(1.058333e-03 5.266875e-02 -5.000000e-08)
217.3         	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
217.4         	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.711492e-02	(1.058333e-03 5.266875e-02 -5.000000e-08)
217.4         	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
217.5         	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.779816e-02	(1.799167e-02 4.670625e-02 -5.000000e-08)
217.5         	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
217.583       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.713473e-02	(1.799167e-02 4.670625e-02 -5.000000e-08)
217.583       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
217.667       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.679044e-02	(1.058333e-03 4.869375e-02 -5.000000e-08)
217.667       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
217.75        	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.691459e-02	(1.058333e-03 4.869375e-02 -5.000000e-08)
217.75        	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
217.833       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.705875e-02	(1.058333e-03 5.068125e-02 -5.000000e-08)
217.833       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
217.917       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.730497e-02	(1.058333e-03 5.068125e-02 -5.000000e-08)
217.917       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
218           	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.771576e-02	(1.058333e-03 5.068125e-02 -5.000000e-08)
218           	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
218.091       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.788601e-02	(1.058333e-03 5.068125e-02 -5.000000e-08)
218.091       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
218.192       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.766876e-02	(1.058333e-03 5.068125e-02 -5.000000e-08)
218.192       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
218.293       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.760169e-02	(1.058333e-03 5.266875e-02 -5.000000e-08)
218.293       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
218.394       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.752200e-02	(1.058333e-03 5.266875e-02 -5.000000e-08)
218.394       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
218.495       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.730119e-02	(1.058333e-03 5.266875e-02 -5.000000e-08)
218.495       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
218.596       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.702761e-02	(1.058333e-03 5.266875e-02 -5.000000e-08)
218.596       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
218.697       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.721342e-02	(1.058333e-03 5.068125e-02 -5.000000e-08)
218.697       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
218.798       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.736640e-02	(1.058333e-03 5.068125e-02 -5.000000e-08)
218.798       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
218.899       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.729924e-02	(1.058333e-03 5.266875e-02 -5.000000e-08)
218.899       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
219           	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.730775e-02	(1.058333e-03 5.266875e-02 -5.000000e-08)
219           	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
219.1         	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.901281e-02	(1.375833e-02 4.471875e-02 -5.000000e-08)
219.1         	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
219.19        	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.803252e-02	(1.375833e-02 4.471875e-02 -5.000000e-08)
219.19        	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
219.291       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.698082e-02	(1.058333e-03 4.869375e-02 -5.000000e-08)
219.291       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
219.392       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.724227e-02	(1.058333e-03 4.869375e-02 -5.000000e-08)
219.392       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
219.494       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.731293e-02	(1.058333e-03 5.068125e-02 -5.000000e-08)
219.494       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
219.595       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.783386e-02	(1.058333e-03 5.068125e-02 -5.000000e-08)
219.595       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
219.696       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.796940e-02	(1.058333e-03 5.068125e-02 -5.000000e-08)
219.696       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
219.797       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.756418e-02	(1.058333e-03 5.266875e-02 -5.000000e-08)
219.797       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
219.899       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.756903e-02	(1.058333e-03 5.266875e-02 -5.000000e-08)
219.899       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
220           	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.736274e-02	(1.375833e-02 4.471875e-02 -5.000000e-08)
220           	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
220.091       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.707766e-02	(1.375833e-02 4.471875e-02 -5.000000e-08)
220.091       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
220.192       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.683957e-02	(1.058333e-03 5.266875e-02 -5.000000e-08)
220.192       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
220.293       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.690035e-02	(1.058333e-03 5.266875e-02 -5.000000e-08)
220.293       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
220.394       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.701398e-02	(1.058333e-03 5.266875e-02 -5.000000e-08)
220.394       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
220.495       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.696944e-02	(1.058333e-03 5.266875e-02 -5.000000e-08)
220.495       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
220.596       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.675703e-02	(1.058333e-03 5.266875e-02 -5.000000e-08)
220.596       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
220.697       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.663770e-02	(1.058333e-03 5.266875e-02 -5.000000e-08)
220.697       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
220.798       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.717309e-02	(1.058333e-03 4.869375e-02 -5.000000e-08)
220.798       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
220.899       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.780521e-02	(1.058333e-03 4.869375e-02 -5.000000e-08)
220.899       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
221           	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.812588e-02	(1.058333e-03 4.869375e-02 -5.000000e-08)
221           	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
221.1         	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.834592e-02	(1.058333e-03 5.068125e-02 -5.000000e-08)
221.1         	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
221.2         	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.885679e-02	(1.058333e-03 5.068125e-02 -5.000000e-08)
221.2         	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
221.3         	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.911368e-02	(1.058333e-03 5.068125e-02 -5.000000e-08)
221.3         	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
221.4         	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.868509e-02	(1.058333e-03 5.068125e-02 -5.000000e-08)
221.4         	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
221.5         	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.829695e-02	(1.058333e-03 5.266875e-02 -5.000000e-08)
221.5         	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
221.6         	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.800767e-02	(1.058333e-03 5.266875e-02 -5.000000e-08)
221.6         	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
221.7         	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.766689e-02	(1.058333e-03 5.266875e-02 -5.000000e-08)
221.7         	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
221.8         	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.720261e-02	(1.058333e-03 5.266875e-02 -5.000000e-08)
221.8         	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
221.9         	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.725786e-02	(1.058333e-03 4.869375e-02 -5.000000e-08)
221.9         	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
222           	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.755184e-02	(1.058333e-03 5.068125e-02 -5.000000e-08)
222           	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
222.1         	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.798615e-02	(1.058333e-03 5.068125e-02 -5.000000e-08)
222.1         	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
222.2         	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.817153e-02	(1.058333e-03 5.068125e-02 -5.000000e-08)
222.2         	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
222.3         	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.803415e-02	(1.058333e-03 5.068125e-02 -5.000000e-08)
222.3         	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
222.4         	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.789077e-02	(1.058333e-03 5.068125e-02 -5.000000e-08)
222.4         	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
222.5         	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.784695e-02	(1.058333e-03 5.068125e-02 -5.000000e-08)
222.5         	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
222.6         	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.782575e-02	(1.058333e-03 5.068125e-02 -5.000000e-08)
222.6         	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
222.7         	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.775702e-02	(1.058333e-03 5.068125e-02 -5.000000e-08)
222.7         	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
222.8         	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.764299e-02	(1.058333e-03 5.068125e-02 -5.000000e-08)
222.8         	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
222.9         	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.752993e-02	(1.058333e-03 5.068125e-02 -5.000000e-08)
222.9         	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
223           	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.745351e-02	(1.058333e-03 5.068125e-02 -5.000000e-08)
223           	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
223.1         	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	2.201226e-02	(1.799167e-02 5.068125e-02 -5.000000e-08)
223.1         	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
223.19        	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	2.068870e-02	(1.799167e-02 5.068125e-02 -5.000000e-08)
223.19        	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
223.291       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.745528e-02	(1.058333e-03 5.068125e-02 -5.000000e-08)
223.291       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
223.392       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.768396e-02	(1.164167e-02 4.471875e-02 -5.000000e-08)
223.392       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
223.494       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.767873e-02	(1.058333e-03 5.266875e-02 -5.000000e-08)
223.494       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
223.595       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.755619e-02	(1.058333e-03 5.266875e-02 -5.000000e-08)
223.595       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
223.696       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.700979e-02	(1.058333e-03 5.266875e-02 -5.000000e-08)
223.696       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
223.797       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.636880e-02	(1.058333e-03 5.266875e-02 -5.000000e-08)
223.797       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
223.899       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.628746e-02	(1.058333e-03 4.869375e-02 -5.000000e-08)
223.899       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
224           	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.641413e-02	(1.058333e-03 4.869375e-02 -5.000000e-08)
224           	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
224.111       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.657902e-02	(1.058333e-03 4.869375e-02 -5.000000e-08)
224.111       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
224.222       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.704494e-02	(1.058333e-03 5.068125e-02 -5.000000e-08)
224.222       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
224.333       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.756142e-02	(1.058333e-03 5.068125e-02 -5.000000e-08)
224.333       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
224.444       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.783920e-02	(1.164167e-02 6.061875e-02 -5.000000e-08)
224.444       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
224.556       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.860855e-02	(1.164167e-02 6.061875e-02 -5.000000e-08)
224.556       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
224.667       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.971867e-02	(7.408333e-03 6.061875e-02 -5.000000e-08)
224.667       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
224.778       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	2.367877e-02	(5.291667e-03 6.061875e-02 -5.000000e-08)
224.778       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
224.889       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.915767e-02	(5.291667e-03 6.061875e-02 -5.000000e-08)
224.889       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
225           	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.674494e-02	(1.058333e-03 3.478125e-02 -5.000000e-08)
225           	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
225.111       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.646082e-02	(1.058333e-03 5.465625e-02 -5.000000e-08)
225.111       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
225.222       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.609015e-02	(1.058333e-03 3.676875e-02 -5.000000e-08)
225.222       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
225.333       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.639616e-02	(1.164167e-02 6.061875e-02 -5.000000e-08)
225.333       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
225.444       	mag(U)        	0.000000e+00	(1.058333e-03 0.000000e+00 -5.000000e-08)	1.686875e-02	(1.058333e-03 5.068125e-02 -5.000000e-08)
225.444       	T             	3.014500e+02	(8.890000e-02 9.937500e-04 -5.000000e-08)	3.111500e+02	(0.000000e+00 9.937500e-04 -5.000000e-08)
